parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards,
1312,2033.13,586,1095,2,direct,rf6_s16_,328
1312,3203.73,297,956,2,direct,rf6_s2__,328
1312,702.87,1748,468,2,direct,rf6_s32_,328
1312,2165.53,378,1757,2,direct,rf6_s4__,328
1472,1593.27,427,1493,2,direct,rf2_s16_,368
1472,2208.73,505,1219,2,direct,rf2_s4__,368
1472,2399.33,394,1677,2,direct,rf2_s8__,368
1472,1548.4,473,1197,2,direct,rf4_s16_,368
1472,2250.4,456,1547,2,direct,rf4_s2__,368
1472,620.07,2168,649,2,direct,rf4_s32_,368
1472,2202.2,516,1303,2,direct,rf4_s4__,368
1472,1781.0,642,677,2,direct,rf4_s8__,368
1472,1785.73,687,587,2,direct,rf6_s16_,368
1472,3202.73,355,1348,2,direct,rf6_s2__,368
1472,742.6,1988,582,2,direct,rf6_s32_,368
1472,1991.53,500,1164,2,direct,rf6_s4__,368
1632,1648.0,584,1380,2,direct,rf2_s16_,408
1632,2164.8,571,689,2,direct,rf2_s4__,408
1632,2306.73,494,1271,2,direct,rf2_s8__,408
1632,1516.93,522,940,2,direct,rf4_s16_,408
1632,2227.07,484,1015,2,direct,rf4_s2__,408
1632,608.07,2108,696,2,direct,rf4_s32_,408
1632,2193.93,553,861,2,direct,rf4_s4__,408
1632,1690.53,729,537,2,direct,rf4_s8__,408
1632,2012.33,675,640,2,direct,rf6_s16_,408
1632,3178.33,359,1625,2,direct,rf6_s2__,408
1632,755.6,2027,555,2,direct,rf6_s32_,408
1632,1971.33,514,1026,2,direct,rf6_s4__,408
