parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards,
672,2651.6,209,503,2,direct,rf4_s4__,168
672,2034.8,272,848,2,direct,rf4_s8__,168
672,2056.07,305,740,2,direct,rf6_s16_,168
672,3816.53,109,282,2,direct,rf6_s2__,168
672,802.4,860,835,2,direct,rf6_s32_,168
672,1980.33,224,432,2,direct,rf6_s4__,168
704,1891.33,326,940,4,direct,rf2_s16_,176
704,8325.73,64,218,4,direct,rf2_s2__,176
704,3269.8,259,967,4,direct,rf2_s4__,176
704,2934.93,216,492,4,direct,rf3_s8__,176
704,1855.73,347,818,4,direct,rf4_s16_,176
704,7920.67,57,259,4,direct,rf4_s2__,176
704,4732.07,123,353,4,direct,rf4_s4__,176
704,2718.8,210,605,4,direct,rf4_s8__,176
704,4115.2,132,426,4,direct,rf6_s4__,176
736,19369.6,23,66,1,direct,rf4_s4__,184
736,9534.0,113,800,1,direct,rf4_s8__,184
816,16939.27,26,83,1,direct,rf4_s4__,204
816,9368.2,131,765,1,direct,rf4_s8__,204
832,968.07,710,530,2,direct,rf2_s16_,208
832,2552.0,266,790,2,direct,rf2_s4__,208
832,2781.4,190,989,2,direct,rf2_s8__,208
832,832.87,882,476,2,direct,rf4_s16_,208
832,2604.4,206,674,2,direct,rf4_s2__,208
832,691.2,1270,360,2,direct,rf4_s32_,208
832,2673.67,260,654,2,direct,rf4_s4__,208
832,1931.87,348,1281,2,direct,rf4_s8__,208
832,2085.73,366,1168,2,direct,rf6_s16_,208
832,3608.27,171,267,2,direct,rf6_s2__,208
832,735.13,1124,399,2,direct,rf6_s32_,208
832,1901.73,323,924,2,direct,rf6_s4__,208
992,978.73,832,479,2,direct,rf2_s16_,248
992,2386.27,330,1478,2,direct,rf2_s4__,248
992,2685.93,236,1527,2,direct,rf2_s8__,248
992,814.2,1071,598,2,direct,rf4_s16_,248
992,2408.33,301,1050,2,direct,rf4_s2__,248
992,631.33,1739,418,2,direct,rf4_s32_,248
992,2436.0,337,1321,2,direct,rf4_s4__,248
992,1797.0,443,1641,2,direct,rf4_s8__,248
992,2000.27,450,1332,2,direct,rf6_s16_,248
992,3462.13,216,326,2,direct,rf6_s2__,248
992,734.07,1364,347,2,direct,rf6_s32_,248
992,2264.73,250,1703,2,direct,rf6_s4__,248
1024,2093.07,432,1210,4,direct,rf2_s16_,256
1024,8876.33,90,276,4,direct,rf2_s2__,256
1024,3324.53,415,851,4,direct,rf2_s4__,256
1024,3183.93,279,650,4,direct,rf3_s8__,256
1024,2045.73,446,1125,4,direct,rf4_s16_,256
1024,8307.4,92,312,4,direct,rf4_s2__,256
1024,5162.87,172,451,4,direct,rf4_s4__,256
1024,2748.73,324,964,4,direct,rf4_s8__,256
1024,4654.6,184,492,4,direct,rf6_s4__,256
1152,1369.2,718,1174,2,direct,rf2_s16_,288
1152,2345.87,382,1660,2,direct,rf2_s4__,288
1152,2379.0,305,1829,2,direct,rf2_s8__,288
1152,681.8,1597,1517,2,direct,rf4_s16_,288
1152,2346.2,328,1654,2,direct,rf4_s2__,288
1152,658.33,1824,436,2,direct,rf4_s32_,288
1152,2506.53,374,1519,2,direct,rf4_s4__,288
1152,1859.53,494,1294,2,direct,rf4_s8__,288
1152,1950.73,524,1492,2,direct,rf6_s16_,288
1152,3415.4,287,1133,2,direct,rf6_s2__,288
1152,728.0,1624,408,2,direct,rf6_s32_,288
1152,2204.67,315,1638,2,direct,rf6_s4__,288
1312,1584.6,531,1437,2,direct,rf2_s16_,328
1312,2319.73,446,1589,2,direct,rf2_s4__,328
1312,2471.93,337,1962,2,direct,rf2_s8__,328
1312,1449.07,402,1498,2,direct,rf4_s16_,328
1312,2253.8,377,1733,2,direct,rf4_s2__,328
1312,655.6,1983,486,2,direct,rf4_s32_,328
1312,2316.2,455,1496,2,direct,rf4_s4__,328
1312,1783.4,570,963,2,direct,rf4_s8__,328
1312,2033.13,586,1095,2,direct,rf6_s16_,328
1312,3203.73,297,956,2,direct,rf6_s2__,328
1312,702.87,1748,468,2,direct,rf6_s32_,328
1312,2165.53,378,1757,2,direct,rf6_s4__,328
1344,1899.6,647,1432,4,direct,rf2_s16_,336
1344,8504.07,128,337,4,direct,rf2_s2__,336
1344,3611.2,512,552,4,direct,rf2_s4__,336
1344,3391.67,335,1072,4,direct,rf3_s8__,336
1344,1906.87,649,1297,4,direct,rf4_s16_,336
1344,8571.93,123,354,4,direct,rf4_s2__,336
1344,5166.47,221,566,4,direct,rf4_s4__,336
1344,2699.93,427,1420,4,direct,rf4_s8__,336
1344,4558.2,247,628,4,direct,rf6_s4__,336
1472,1593.27,427,1493,2,direct,rf2_s16_,368
1472,2208.73,505,1219,2,direct,rf2_s4__,368
1472,2399.33,394,1677,2,direct,rf2_s8__,368
1472,1548.4,473,1197,2,direct,rf4_s16_,368
1472,2250.4,456,1547,2,direct,rf4_s2__,368
1472,620.07,2168,649,2,direct,rf4_s32_,368
1472,2202.2,516,1303,2,direct,rf4_s4__,368
1472,1781.0,642,677,2,direct,rf4_s8__,368
1472,1785.73,687,587,2,direct,rf6_s16_,368
1472,3202.73,355,1348,2,direct,rf6_s2__,368
1472,742.6,1988,582,2,direct,rf6_s32_,368
1472,1991.53,500,1164,2,direct,rf6_s4__,368
1632,1648.0,584,1380,2,direct,rf2_s16_,408
1632,2164.8,571,689,2,direct,rf2_s4__,408
1632,2306.73,494,1271,2,direct,rf2_s8__,408
1632,1516.93,522,940,2,direct,rf4_s16_,408
1632,2227.07,484,1015,2,direct,rf4_s2__,408
1632,608.07,2108,696,2,direct,rf4_s32_,408
1632,2193.93,553,861,2,direct,rf4_s4__,408
1632,1690.53,729,537,2,direct,rf4_s8__,408
1632,2012.33,675,640,2,direct,rf6_s16_,408
1632,3178.33,359,1625,2,direct,rf6_s2__,408
1632,755.6,2027,555,2,direct,rf6_s32_,408
1632,1971.33,514,1026,2,direct,rf6_s4__,408
1664,1809.6,846,392,4,direct,rf2_s16_,416
1664,8426.67,157,417,4,direct,rf2_s2__,416
1664,3539.6,558,480,4,direct,rf2_s4__,416
1664,3325.07,425,1279,4,direct,rf3_s8__,416
1664,1652.87,878,374,4,direct,rf4_s16_,416
1664,8588.13,156,424,4,direct,rf4_s2__,416
1664,5079.73,268,675,4,direct,rf4_s4__,416
1664,2472.07,560,1628,4,direct,rf4_s8__,416
1664,4741.0,291,836,4,direct,rf6_s4__,416
1984,1554.93,1084,426,4,direct,rf2_s16_,496
1984,8841.67,177,455,4,direct,rf2_s2__,496
1984,3214.13,379,783,4,direct,rf2_s4__,496
1984,3257.07,532,1462,4,direct,rf3_s8__,496
1984,1698.93,1068,415,4,direct,rf4_s16_,496
1984,8162.27,190,522,4,direct,rf4_s2__,496
1984,5055.67,322,1055,4,direct,rf4_s4__,496
1984,2517.0,687,822,4,direct,rf4_s8__,496
1984,4764.0,345,1283,4,direct,rf6_s4__,496
2304,1579.07,1277,459,4,direct,rf2_s16_,576
2304,8049.6,219,592,4,direct,rf2_s2__,576
2304,3248.8,862,972,4,direct,rf2_s4__,576
2304,3118.93,662,856,4,direct,rf3_s8__,576
2304,1591.93,1299,505,4,direct,rf4_s16_,576
2304,7912.33,231,643,4,direct,rf4_s2__,576
2304,4854.07,391,1378,4,direct,rf4_s4__,576
2304,2414.47,843,411,4,direct,rf4_s8__,576
2304,4595.6,418,1333,4,direct,rf6_s4__,576
2624,1527.73,1490,619,4,direct,rf2_s16_,656
2624,7881.0,248,825,4,direct,rf2_s2__,656
2624,3173.93,1046,1213,4,direct,rf2_s4__,656
2624,2975.2,783,496,4,direct,rf3_s8__,656
2624,1518.27,1527,601,4,direct,rf4_s16_,656
2624,7386.33,281,976,4,direct,rf4_s2__,656
2624,4633.8,465,1598,4,direct,rf4_s4__,656
2624,2153.33,1064,442,4,direct,rf4_s8__,656
2624,4271.47,519,1274,4,direct,rf6_s4__,656
2944,1448.93,1719,766,4,direct,rf2_s16_,736
2944,7790.73,272,1229,4,direct,rf2_s2__,736
2944,2954.8,1337,1241,4,direct,rf2_s4__,736
2944,3051.93,868,460,4,direct,rf3_s8__,736
2944,1495.13,1736,706,4,direct,rf4_s16_,736
2944,7448.8,312,1175,4,direct,rf4_s2__,736
2944,4706.73,526,1357,4,direct,rf4_s4__,736
2944,2107.2,1140,432,4,direct,rf4_s8__,736
2944,4301.93,559,1145,4,direct,rf6_s4__,736
3264,1493.47,1883,868,4,direct,rf2_s16_,816
3264,7451.8,324,1419,4,direct,rf2_s2__,816
3264,3018.0,804,934,4,direct,rf2_s4__,816
3264,2931.4,979,460,4,direct,rf3_s8__,816
3264,1574.2,1765,797,4,direct,rf4_s16_,816
3264,7293.73,342,1403,4,direct,rf4_s2__,816
3264,4588.07,598,855,4,direct,rf4_s4__,816
3264,2140.2,1256,478,4,direct,rf4_s8__,816
3264,4420.67,632,807,4,direct,rf6_s4__,816
64,2433.6,12,143,8,direct,rf2_s16_,16
64,6795.67,4,10,8,direct,rf2_s4__,16
64,3994.47,7,111,8,direct,rf2_s8__,16
64,2188.07,13,152,8,direct,rf4_s16_,16
64,7746.13,3,9,8,direct,rf4_s2__,16
64,1356.53,22,174,8,direct,rf4_s32_,16
64,4980.93,5,45,8,direct,rf4_s4__,16
64,3819.73,7,109,8,direct,rf4_s8__,16
64,1915.67,15,158,8,direct,rf6_s16_,16
64,8045.07,3,10,8,direct,rf6_s2__,16
64,1080.33,26,201,8,direct,rf6_s32_,16
64,5661.0,4,15,8,direct,rf6_s4__,16
384,3215.87,82,293,8,direct,rf2_s16_,96
384,9313.93,25,130,8,direct,rf2_s4__,96
384,4994.93,50,195,8,direct,rf2_s8__,96
384,2465.27,122,371,8,direct,rf4_s16_,96
384,12444.53,14,134,8,direct,rf4_s2__,96
384,1614.73,230,488,8,direct,rf4_s32_,96
384,8127.13,26,150,8,direct,rf4_s4__,96
384,4855.53,47,219,8,direct,rf4_s8__,96
384,2101.13,149,453,8,direct,rf6_s16_,96
384,11795.8,14,143,8,direct,rf6_s2__,96
384,1145.27,309,880,8,direct,rf6_s32_,96
384,6546.6,28,194,8,direct,rf6_s4__,96
704,3733.0,154,412,8,direct,rf2_s16_,176
704,10646.6,47,168,8,direct,rf2_s4__,176
704,6048.4,102,243,8,direct,rf2_s8__,176
704,3186.0,190,470,8,direct,rf4_s16_,176
704,15090.13,25,155,8,direct,rf4_s2__,176
704,1961.6,322,824,8,direct,rf4_s32_,176
704,9461.0,47,213,8,direct,rf4_s4__,176
704,5815.33,98,277,8,direct,rf4_s8__,176
704,2565.13,254,594,8,direct,rf6_s16_,176
704,14095.47,25,167,8,direct,rf6_s2__,176
704,1646.07,386,1126,8,direct,rf6_s32_,176
704,8888.87,50,218,8,direct,rf6_s4__,176
1024,4199.13,218,473,8,direct,rf2_s16_,256
1024,11199.67,69,223,8,direct,rf2_s4__,256
1024,6533.2,138,322,8,direct,rf2_s8__,256
1024,3547.27,253,576,8,direct,rf4_s16_,256
1024,16413.87,39,175,8,direct,rf4_s2__,256
1024,2081.53,437,1381,8,direct,rf4_s32_,256
1024,9530.33,80,268,8,direct,rf4_s4__,256
1024,6216.67,138,368,8,direct,rf4_s8__,256
1024,2971.0,313,709,8,direct,rf6_s16_,256
1024,14600.73,41,208,8,direct,rf6_s2__,256
1024,1652.2,548,1710,8,direct,rf6_s32_,256
1024,9362.4,81,274,8,direct,rf6_s4__,256
1344,4047.67,280,734,8,direct,rf2_s16_,336
1344,10999.4,95,267,8,direct,rf2_s4__,336
1344,6819.07,170,389,8,direct,rf2_s8__,336
1344,3558.33,330,1021,8,direct,rf4_s16_,336
1344,16129.73,54,216,8,direct,rf4_s2__,336
1344,2176.33,555,1493,8,direct,rf4_s32_,336
1344,9969.67,107,310,8,direct,rf4_s4__,336
1344,6792.53,168,415,8,direct,rf4_s8__,336
1344,3091.53,386,1129,8,direct,rf6_s16_,336
1344,15501.0,56,233,8,direct,rf6_s2__,336
1344,1855.27,666,1301,8,direct,rf6_s32_,336
1344,9706.87,112,311,8,direct,rf6_s4__,336
1664,4129.53,334,1225,8,direct,rf2_s16_,416
1664,11379.53,117,301,8,direct,rf2_s4__,416
1664,6898.93,202,484,8,direct,rf2_s8__,416
1664,3640.07,384,1377,8,direct,rf4_s16_,416
1664,16003.0,71,254,8,direct,rf4_s2__,416
1664,2120.07,709,835,8,direct,rf4_s32_,416
1664,9908.93,132,369,8,direct,rf4_s4__,416
1664,6614.53,209,492,8,direct,rf4_s8__,416
1664,3230.07,452,1373,8,direct,rf6_s16_,416
1664,15512.07,74,269,8,direct,rf6_s2__,416
1664,1901.2,823,433,8,direct,rf6_s32_,416
1664,10041.6,132,358,8,direct,rf6_s4__,416
1984,3934.07,399,1697,8,direct,rf2_s16_,496
1984,11652.4,134,328,8,direct,rf2_s4__,496
1984,6730.87,242,546,8,direct,rf2_s8__,496
1984,3610.33,474,1546,8,direct,rf4_s16_,496
1984,16264.6,85,279,8,direct,rf4_s2__,496
1984,2184.6,823,420,8,direct,rf4_s32_,496
1984,10472.33,151,395,8,direct,rf4_s4__,496
1984,6668.6,242,585,8,direct,rf4_s8__,496
1984,3165.53,547,1608,8,direct,rf6_s16_,496
1984,15484.6,89,305,8,direct,rf6_s2__,496
1984,1879.67,970,367,8,direct,rf6_s32_,496
1984,10418.4,149,387,8,direct,rf6_s4__,496
2304,4090.6,456,1639,8,direct,rf2_s16_,576
2304,12135.8,146,350,8,direct,rf2_s4__,576
2304,6964.13,266,697,8,direct,rf2_s8__,576
2304,3758.13,528,1591,8,direct,rf4_s16_,576
2304,15956.33,104,307,8,direct,rf4_s2__,576
2304,2013.13,1029,405,8,direct,rf4_s32_,576
2304,10339.13,171,448,8,direct,rf4_s4__,576
2304,6465.6,286,881,8,direct,rf4_s8__,576
2304,3226.4,645,1144,8,direct,rf6_s16_,576
2304,15211.0,110,331,8,direct,rf6_s2__,576
2304,1825.27,1130,485,8,direct,rf6_s32_,576
2304,10119.4,181,443,8,direct,rf6_s4__,576
2624,4228.67,506,1691,8,direct,rf2_s16_,656
2624,11050.13,181,471,8,direct,rf2_s4__,656
2624,6839.07,302,1145,8,direct,rf2_s8__,656
2624,3803.8,609,1115,8,direct,rf4_s16_,656
2624,16105.4,117,339,8,direct,rf4_s2__,656
2624,1607.47,1161,466,8,direct,rf4_s32_,656
2624,10114.8,196,524,8,direct,rf4_s4__,656
2624,6589.13,315,1270,8,direct,rf4_s8__,656
2624,3372.8,707,648,8,direct,rf6_s16_,656
2624,15312.33,128,373,8,direct,rf6_s2__,656
2624,1685.13,1324,566,8,direct,rf6_s32_,656
2624,10248.0,193,492,8,direct,rf6_s4__,656
2944,4110.13,598,954,8,direct,rf2_s16_,736
2944,10947.33,201,514,8,direct,rf2_s4__,736
2944,6454.67,357,1356,8,direct,rf2_s8__,736
2944,3720.8,696,619,8,direct,rf4_s16_,736
2944,15972.6,132,361,8,direct,rf4_s2__,736
2944,1957.53,1309,549,8,direct,rf4_s32_,736
2944,9656.07,229,600,8,direct,rf4_s4__,736
2944,6252.13,367,1487,8,direct,rf4_s8__,736
2944,3274.13,809,436,8,direct,rf6_s16_,736
2944,15285.87,144,431,8,direct,rf6_s2__,736
2944,1653.4,1507,708,8,direct,rf6_s32_,736
2944,9470.6,230,671,8,direct,rf6_s4__,736
3264,4219.4,653,698,8,direct,rf2_s16_,816
3264,10682.67,224,639,8,direct,rf2_s4__,816
3264,6385.4,395,1557,8,direct,rf2_s8__,816
3264,3651.27,776,511,8,direct,rf4_s16_,816
3264,15595.27,146,403,8,direct,rf4_s2__,816
3264,1803.27,1544,634,8,direct,rf4_s32_,816
3264,9651.87,248,837,8,direct,rf4_s4__,816
3264,6186.8,409,1608,8,direct,rf4_s8__,816
3264,3252.87,880,439,8,direct,rf6_s16_,816
3264,14830.27,164,565,8,direct,rf6_s2__,816
3264,1571.8,1720,849,8,direct,rf6_s32_,816
3264,9286.4,259,919,8,direct,rf6_s4__,816
64,3756.67,6,121,16,direct,rf2_s16_,16
64,6420.6,4,32,16,direct,rf2_s4__,16
64,5566.33,4,40,16,direct,rf2_s8__,16
64,2800.47,6,146,16,direct,rf4_s16_,16
64,6404.4,4,30,16,direct,rf4_s2__,16
64,1646.47,11,211,16,direct,rf4_s32_,16
64,6209.8,4,22,16,direct,rf4_s4__,16
64,5118.8,4,86,16,direct,rf4_s8__,16
64,2950.6,6,126,16,direct,rf6_s16_,16
64,7687.67,4,15,16,direct,rf6_s2__,16
64,1661.2,13,156,16,direct,rf6_s32_,16
64,6254.6,3,21,16,direct,rf6_s4__,16
384,4823.73,47,200,16,direct,rf2_s16_,96
384,8488.33,30,186,16,direct,rf2_s4__,96
384,7739.13,21,165,16,direct,rf2_s8__,96
384,4099.73,55,234,16,direct,rf4_s16_,96
384,11069.53,19,177,16,direct,rf4_s2__,96
384,2644.07,146,328,16,direct,rf4_s32_,96
384,14521.73,11,118,16,direct,rf4_s4__,96
384,7820.73,21,164,16,direct,rf4_s8__,96
384,4101.13,51,241,16,direct,rf6_s16_,96
384,16452.47,9,137,16,direct,rf6_s2__,96
384,2445.2,147,373,16,direct,rf6_s32_,96
384,10866.6,12,159,16,direct,rf6_s4__,96
704,6264.73,103,245,16,direct,rf2_s16_,176
704,10049.8,58,251,16,direct,rf2_s4__,176
704,10895.2,41,169,16,direct,rf2_s8__,176
704,5680.87,105,284,16,direct,rf4_s16_,176
704,13462.93,32,229,16,direct,rf4_s2__,176
704,3186.13,208,425,16,direct,rf4_s32_,176
704,17798.87,17,138,16,direct,rf4_s4__,176
704,10196.73,39,199,16,direct,rf4_s8__,176
704,5333.27,109,320,16,direct,rf6_s16_,176
704,19977.33,16,163,16,direct,rf6_s2__,176
704,2813.6,228,541,16,direct,rf6_s32_,176
704,14203.07,24,173,16,direct,rf6_s4__,176
1024,7181.13,127,288,16,direct,rf2_s16_,256
1024,10271.8,82,331,16,direct,rf2_s4__,256
1024,11652.27,66,213,16,direct,rf2_s8__,256
1024,6357.4,147,333,16,direct,rf4_s16_,256
1024,14469.07,59,298,16,direct,rf4_s2__,256
1024,3679.47,252,546,16,direct,rf4_s32_,256
1024,19456.27,26,160,16,direct,rf4_s4__,256
1024,11688.0,63,218,16,direct,rf4_s8__,256
1024,5859.47,157,368,16,direct,rf6_s16_,256
1024,22598.0,28,184,16,direct,rf6_s2__,256
1024,3147.53,294,642,16,direct,rf6_s32_,256
1024,15997.87,38,187,16,direct,rf6_s4__,256
1344,7815.93,150,324,16,direct,rf2_s16_,336
1344,10650.53,122,403,16,direct,rf2_s4__,336
1344,12065.0,92,240,16,direct,rf2_s8__,336
1344,6769.67,175,384,16,direct,rf4_s16_,336
1344,14844.33,83,360,16,direct,rf4_s2__,336
1344,3728.6,318,816,16,direct,rf4_s32_,336
1344,20121.8,36,191,16,direct,rf4_s4__,336
1344,12002.8,89,250,16,direct,rf4_s8__,336
1344,6398.0,186,413,16,direct,rf6_s16_,336
1344,23353.93,45,221,16,direct,rf6_s2__,336
1344,3234.6,367,1140,16,direct,rf6_s32_,336
1344,16469.47,49,225,16,direct,rf6_s4__,336
1664,7844.4,183,381,16,direct,rf2_s16_,416
1664,10257.4,144,486,16,direct,rf2_s4__,416
1664,12412.33,110,276,16,direct,rf2_s8__,416
1664,6839.53,210,449,16,direct,rf4_s16_,416
1664,14917.0,114,428,16,direct,rf4_s2__,416
1664,3981.4,359,1319,16,direct,rf4_s32_,416
1664,19838.6,49,216,16,direct,rf4_s4__,416
1664,12209.13,107,298,16,direct,rf4_s8__,416
1664,6419.47,222,494,16,direct,rf6_s16_,416
1664,23402.93,62,248,16,direct,rf6_s2__,416
1664,3680.13,392,1234,16,direct,rf6_s32_,416
1664,16867.0,66,251,16,direct,rf6_s4__,416
1984,7298.27,220,588,16,direct,rf2_s16_,496
1984,10732.4,170,552,16,direct,rf2_s4__,496
1984,12852.0,124,303,16,direct,rf2_s8__,496
1984,6758.47,246,533,16,direct,rf4_s16_,496
1984,14973.2,158,602,16,direct,rf4_s2__,496
1984,4191.27,402,1371,16,direct,rf4_s32_,496
1984,20798.0,61,227,16,direct,rf4_s4__,496
1984,12210.67,131,329,16,direct,rf4_s8__,496
1984,6372.73,260,576,16,direct,rf6_s16_,496
1984,24229.27,71,286,16,direct,rf6_s2__,496
1984,3751.2,461,1379,16,direct,rf6_s32_,496
1984,17060.73,82,271,16,direct,rf6_s4__,496
2304,7953.2,236,523,16,direct,rf2_s16_,576
2304,10841.87,202,732,16,direct,rf2_s4__,576
2304,12437.47,148,343,16,direct,rf2_s8__,576
2304,6854.6,277,712,16,direct,rf4_s16_,576
2304,14242.0,171,690,16,direct,rf4_s2__,576
2304,4008.07,471,1645,16,direct,rf4_s32_,576
2304,20483.27,73,256,16,direct,rf4_s4__,576
2304,12429.07,148,357,16,direct,rf4_s8__,576
2304,6572.47,290,806,16,direct,rf6_s16_,576
2304,23955.6,85,345,16,direct,rf6_s2__,576
2304,3521.93,559,1341,16,direct,rf6_s32_,576
2304,17447.67,95,301,16,direct,rf6_s4__,576
2624,7905.93,264,638,16,direct,rf2_s16_,656
2624,10720.53,244,855,16,direct,rf2_s4__,656
2624,12672.2,160,379,16,direct,rf2_s8__,656
2624,7069.0,300,1104,16,direct,rf4_s16_,656
2624,14710.47,197,815,16,direct,rf4_s2__,656
2624,3890.27,557,1328,16,direct,rf4_s32_,656
2624,20343.07,85,280,16,direct,rf4_s4__,656
2624,12221.2,169,397,16,direct,rf4_s8__,656
2624,6671.87,317,1222,16,direct,rf6_s16_,656
2624,23349.27,96,390,16,direct,rf6_s2__,656
2624,3394.73,633,903,16,direct,rf6_s32_,656
2624,17078.87,113,332,16,direct,rf6_s4__,656
2944,7928.4,289,1152,16,direct,rf2_s16_,736
2944,10243.6,276,977,16,direct,rf2_s4__,736
2944,12002.73,187,446,16,direct,rf2_s8__,736
2944,7259.6,321,1357,16,direct,rf4_s16_,736
2944,14254.87,218,832,16,direct,rf4_s2__,736
2944,3826.6,621,784,16,direct,rf4_s32_,736
2944,19701.93,102,310,16,direct,rf4_s4__,736
2944,11890.67,190,460,16,direct,rf4_s8__,736
2944,6873.13,341,1343,16,direct,rf6_s16_,736
2944,23116.67,110,510,16,direct,rf6_s2__,736
2944,3578.6,696,594,16,direct,rf6_s32_,736
2944,16729.8,130,356,16,direct,rf6_s4__,736
3264,8333.8,305,1073,16,direct,rf2_s16_,816
3264,10791.93,298,982,16,direct,rf2_s4__,816
3264,11916.0,205,492,16,direct,rf2_s8__,816
3264,7406.4,348,1279,16,direct,rf4_s16_,816
3264,14136.27,247,822,16,direct,rf4_s2__,816
3264,3619.93,690,616,16,direct,rf4_s32_,816
3264,19699.27,115,336,16,direct,rf4_s4__,816
3264,11533.53,212,542,16,direct,rf4_s8__,816
3264,6836.6,368,1552,16,direct,rf6_s16_,816
3264,22814.53,130,519,16,direct,rf6_s2__,816
3264,3489.8,764,464,16,direct,rf6_s32_,816
3264,15919.07,146,431,16,direct,rf6_s4__,816
128,4212.2,7,158,32,direct,rf2_s16_,32
128,2773.73,13,183,32,direct,rf2_s32_,32
